Chembl ID;Smiles;IC50;pIC50;MolWt;nHA;nHD;MolLogP;category
CHEMBL571;CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1;690.0;-2.838849090737255;254.285;2;1;3.1057000000000015;active
CHEMBL126345;CS(=O)(=O)c1ccc(-c2[nH]c(SC#N)cc2-c2ccc(F)cc2)cc1;72000.0;-4.857332496431268;372.4460000000001;4;1;4.464480000000003;intermediate
CHEMBL98193;CN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)O1;5380.0;-3.7307822756663893;315.394;4;0;2.835400000000001;intermediate
CHEMBL42180;Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F;109.65;-2.0400086360135417;398.3810000000001;4;0;4.409120000000003;active
CHEMBL255175;NS(=O)(=O)c1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1;3000.0;-3.4771212547196626;305.315;5;1;1.9928000000000001;intermediate
CHEMBL118;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;2900.0;-3.462397997898956;381.3790000000001;4;1;3.5139200000000006;intermediate
CHEMBL4573875;O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1;210.0;-2.322219294733919;295.25800000000004;7;0;2.790400000000001;active
CHEMBL4529762;Brc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1;53.0;-1.7242758696007892;416.2600000000001;8;0;4.236400000000002;active
CHEMBL314297;CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3F)CC3(CC3)C2)cc1;21.88;-1.3400473176613932;360.4250000000002;2;0;4.853100000000004;active
CHEMBL350422;Cc1nc(-c2ccc(Cl)s2)c(-c2ccc(S(N)(=O)=O)cc2)o1;20.0;-1.3010299956639813;354.8400000000001;5;1;3.6793200000000024;active
CHEMBL155781;CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1;200.0;-2.3010299956639813;412.4860000000001;5;0;3.9200000000000035;active
CHEMBL270886;COc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1OC;4280.0;-3.6314437690131722;320.37000000000006;5;1;2.1018;intermediate
CHEMBL2096829;Cc1ccc(-c2ncc(Cl)cc2-c2ccc([S@+](C)[O-])cc2)cn1;3500.0;-3.5440680443502757;342.85100000000006;3;0;4.509820000000004;intermediate
CHEMBL364804;CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1;3.0;-0.47712125471966244;393.46800000000013;6;0;3.8655000000000026;potent
CHEMBL28913;CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C;3.7;-0.568201724066995;427.4730000000001;5;1;4.235820000000002;active
CHEMBL127210;Cc1cc(=O)c(Oc2ccc(F)c(F)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1;4429.96;-3.6463998048104953;392.3790000000001;5;0;4.089220000000004;intermediate
CHEMBL1288728;Cc1cc2c(c(C)c1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2;46.0;-1.662757831681574;306.667;2;1;3.748140000000002;active
CHEMBL432945;COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1;1.0;-0.0;355.4590000000002;3;1;3.8274000000000026;potent
CHEMBL43461;CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1;13.0;-1.1139433523068367;370.4770000000002;7;1;2.898600000000001;active
CHEMBL109486;COCc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1;6600.0;-3.8195439355418688;342.4600000000001;3;0;4.3312000000000035;intermediate
CHEMBL280471;CCONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)O1;79000.0;-4.897627091290442;360.4540000000001;5;2;3.7820000000000027;intermediate
CHEMBL4074825;Cc1c(C(=O)N2CCN(c3ccccc3)CC2)nc2ccc(Cl)cc2c1O;1130.0;-3.05307844348342;381.8630000000001;4;1;3.8646200000000035;active
CHEMBL3915322;COc1cc2c(cc1OC)CN(C(=O)CCn1sc3nc(C)cc(C)c3c1=O)CC2;288403.15;-5.4599999995291775;427.52600000000024;7;0;3.0670400000000013;intermediate
CHEMBL223619;CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCO[N+](=O)[O-])c(F)c2)cc1;6900.0;-3.838849090737255;455.8510000000002;8;0;3.322400000000002;intermediate
CHEMBL4532877;N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CN1CCOCC1;34.21;-1.5341530741850626;390.42500000000024;8;2;-0.33791999999999955;active
CHEMBL122;CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1;26000.0;-4.414973347970818;314.3620000000001;4;0;2.5577000000000005;intermediate
CHEMBL4556356;COc1ccccc1N1CCN(CN2C(=O)c3c(c(C)n(-c4ccccc4)c3C)C2=O)CC1;46400.0;-4.666517980554881;444.5350000000002;6;0;3.4784400000000026;intermediate
CHEMBL3905241;Cc1cc(C)c2c(=O)n(CCCC(=O)O)sc2n1;269153.48;-5.42999999936637;266.32199999999995;5;1;1.93964;intermediate
CHEMBL527;CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O;89125.09;-4.949999981417943;331.35300000000007;5;2;1.5809999999999997;intermediate
CHEMBL3948850;Cc1cc(C)c2c(=O)n(CCCC(=O)N3CCN(c4ccccc4)CC3)sc2n1;389045.14;-5.589999994424841;410.5430000000001;6;0;3.2038400000000022;intermediate
CHEMBL563;CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1;1995.26;-3.2999994961169836;244.265;1;1;3.6808000000000023;intermediate
CHEMBL3977032;CCC(C(=O)N1CCN(c2ccccc2)CC1)n1sc2nc(C)cc(C)c2c1=O;343600.0;-5.5360531551592045;410.54300000000023;6;0;3.374740000000002;intermediate
CHEMBL1630257;CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2;68.0;-1.8325089127062364;348.748;2;1;4.7199000000000035;active
CHEMBL1630252;CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2;910.0;-2.9590413923210934;334.721;2;1;4.329800000000003;active
CHEMBL1630254;CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2;150.0;-2.1760912590556813;366.788;3;1;4.879400000000003;active
CHEMBL2380866;Cc1onc(-c2ccc(Cl)o2)c1-c1ccc(F)cc1;17200.0;-4.235528446907549;277.68199999999996;3;0;4.7025200000000025;intermediate
CHEMBL3810027;COC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C;75000.0;-4.8750612633917;322.36100000000005;5;2;1.2266000000000004;intermediate
CHEMBL17229;CC(C)(C)c1cc(-c2nsc(NC#N)n2)cc(C(C)(C)C)c1O;47.0;-1.6720978579357175;330.4570000000001;6;2;4.398680000000004;active
CHEMBL365883;NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1;3.981;-0.599992177584098;389.3790000000001;4;1;3.6749000000000027;active
CHEMBL171471;CS(=O)(=O)c1ccc(-c2ccccc2C2CCCCC2)cc1;31000.0;-4.491361693834273;314.4500000000001;2;0;4.804800000000005;intermediate
CHEMBL1630243;CCN(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2;21300.0;-4.328379603438738;349.736;3;1;3.583000000000002;intermediate
CHEMBL1630234;Nc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2;1480.0;-3.1702617153949575;293.628;3;2;2.7135;active
CHEMBL4076689;N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccccc2)n2c1CCC2;100.0;-2.0;355.4010000000001;5;1;3.7038800000000016;active
CHEMBL403957;CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(Cl)s3)cc(C(F)(F)F)n2)cc1;5.4;-0.7323937598229685;447.8910000000001;6;1;4.892900000000003;active
CHEMBL271337;NS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(C(F)(F)F)n2)cc1;22.3;-1.3483048630481607;414.434;6;2;3.4834000000000014;active
CHEMBL229955;COc1ccc2c(c1)CCC(c1ccc(OC)c(OC)c1)=C2;30.0;-1.4771212547196624;296.366;3;0;4.199200000000003;active
CHEMBL56367;CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1;8700.0;-3.9395192526186187;308.315;5;1;2.7586000000000013;intermediate
CHEMBL1775088;O=[N+]([O-])c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1;13000.0;-4.113943352306837;328.36800000000005;5;0;3.8617000000000026;intermediate
CHEMBL175;CC(C)Cc1ccc([C@H](C)C(=O)O)cc1;730.0;-2.863322860120456;206.28499999999997;1;1;3.073200000000001;active
CHEMBL139;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;5.0;-0.6989700043360189;296.153;2;2;4.364100000000001;active
CHEMBL156482;CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2ccccc2)cc1;3.0;-0.47712125471966244;423.4410000000001;6;0;4.547100000000003;potent
CHEMBL276739;COc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1;100000.0;-5.0;320.45799999999997;5;1;4.514300000000004;intermediate
CHEMBL346288;CS(=O)(=O)c1ccc(-c2sc3nncn3c2-c2ccccc2)cc1;450.0;-2.6532125137753435;355.4440000000001;6;0;3.5283000000000015;active
CHEMBL52402;NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1;6.0;-0.7781512503836436;343.83500000000004;2;1;4.321400000000003;active
CHEMBL3960755;COc1ccc(-c2ncn(CC(=O)O)c2-c2ccc(OC)cc2)cc1;12570.0;-4.099335277685958;338.363;5;1;3.318900000000002;intermediate
CHEMBL126810;Cc1cc(=O)c(-c2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1;1119.95;-3.049198634090884;376.38000000000005;4;0;3.9639200000000034;active
CHEMBL1275940;CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1Br.[Na+];65000.0;-4.812913356642856;347.18399999999997;3;0;-0.7817999999999992;intermediate
CHEMBL364166;COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1OC;338.84;-2.5299946730691416;404.4340000000001;4;0;4.719500000000004;active
CHEMBL408215;NS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1;72.0;-1.8573324964312685;414.434;6;2;3.4834000000000014;active
CHEMBL1950009;Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1;9.81;-0.9916690073799486;312.3;3;2;2.868520000000001;active
CHEMBL503641;CC(=O)Nc1ccc2[nH]ncc2c1;107151.93;-5.029999997877161;175.19099999999997;2;2;1.5212999999999997;intermediate
CHEMBL442767;Cc1cc(=O)c(Oc2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1;200.0;-2.3010299956639813;408.8340000000001;5;0;4.603520000000003;active
CHEMBL329052;COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1;250.0;-2.3979400086720375;399.874;5;0;4.794320000000004;active
CHEMBL1814711;CC(C(=O)O)c1ccc(C[C@H]2CCC[C@H]2O)cc1;12200.0;-4.086359830674748;248.32199999999995;2;2;2.5782000000000007;intermediate
CHEMBL1814720;CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccccc1.[Na+];70000.0;-4.845098040014257;344.38599999999997;3;0;0.12270000000000048;intermediate
CHEMBL42119;COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F;170.0;-2.230448921378274;432.3700000000001;5;0;4.248400000000003;active
CHEMBL184022;CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1;420.0;-2.6232492903979003;351.4240000000001;4;2;3.354000000000002;active
CHEMBL362093;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1;2000.0;-3.3010299956639813;319.35699999999997;3;1;3.8112200000000023;intermediate
CHEMBL419777;CS(=O)(=O)c1ccc(-c2[nH]c(C#N)cc2-c2ccc(F)cc2)cc1;64400.0;-4.8088858673598125;340.379;3;1;3.7629800000000024;intermediate
CHEMBL125460;Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1;150.0;-2.1760912590556813;453.2850000000002;5;0;4.712620000000004;active
CHEMBL6;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;900.0;-2.9542425094393248;357.793;4;1;3.9273200000000026;active
CHEMBL4436821;CC(Cl)C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1;108.3;-2.0346284566253203;353.7910000000001;6;2;0.9571800000000001;active
CHEMBL126303;Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1;170.02;-2.2305000118414706;370.4260000000001;5;0;4.119440000000003;active
CHEMBL183970;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F;8400.0;-3.9242792860618816;335.375;2;1;3.748820000000002;intermediate
CHEMBL127868;Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1;209.99;-2.3221986135518917;370.42600000000016;5;0;4.119440000000003;active
CHEMBL4528376;Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O;42500.0;-4.628388930050312;414.5090000000002;5;0;3.4698400000000023;intermediate
CHEMBL4071957;Cc1c(-c2nc3ccccn3c2N=O)cnn1-c1ccccc1;1750.0;-3.2430380486862944;303.325;6;0;3.893320000000002;intermediate
CHEMBL442018;CCCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1;10000.0;-4.0;390.8920000000001;5;0;4.385000000000003;intermediate
CHEMBL126979;Cc1cc(=O)c(-c2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1;2050.22;-3.3118004657677504;392.8350000000001;4;0;4.478220000000004;intermediate
CHEMBL127267;Cc1cc(=O)c(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1;9770.12;-3.989899897906877;358.39000000000004;4;0;3.8248200000000026;intermediate
CHEMBL4170210;Cc1ccc(NC(=S)NNC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1;2150.0;-3.3324384599156054;378.47900000000016;4;4;2.4216200000000008;intermediate
CHEMBL4162939;Cc1cccc(C)c1NC(=S)NNC(=O)Nc1ccc(S(C)(=O)=O)cc1;3140.0;-3.496929648073215;392.50600000000014;4;4;2.7300400000000007;intermediate
CHEMBL4166395;CS(=O)(=O)c1ccc(NC(=O)NNC(=S)Nc2ccc(F)cc2)cc1;12490.0;-4.096562438374136;382.44200000000006;4;4;2.2523;intermediate
CHEMBL4169819;CS(=O)(=O)c1ccc(NC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1;5320.0;-3.7259116322950483;398.89700000000005;4;4;2.7666000000000004;intermediate
CHEMBL4471677;CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccc(F)cc3F)CC1)C2=O;45400.0;-4.657055852857104;430.49900000000014;5;0;3.5589400000000024;intermediate
CHEMBL4546047;CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OCC)CC1)C2=O;53900.0;-4.731588765186738;438.57200000000023;6;0;3.679440000000003;intermediate
CHEMBL4164251;Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1;500.0;-2.6989700043360187;320.74;7;2;1.214;active
CHEMBL3576984;Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)c3ccccc32)cc1;970.0;-2.9867717342662448;480.5020000000002;7;3;1.9046199999999995;active
CHEMBL88549;CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CC3(CC3)C2)cc1;2.5;-0.3979400086720376;368.45400000000024;4;0;4.303600000000003;potent
CHEMBL271754;NS(=O)(=O)c1ccc(/C=N/c2ccc(C(F)(F)F)cc2)cc1;6540.0;-3.815577748324267;328.315;3;1;3.1034000000000015;intermediate
CHEMBL599;Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1;57300.0;-4.75815462196739;351.4090000000001;6;2;1.95092;intermediate
CHEMBL150130;CCc1cc(/C=C/C(N)=O)cc(C(=O)c2ccccc2)c1;1800.0;-3.255272505103306;279.339;2;1;2.9785000000000013;intermediate
CHEMBL357262;CCc1cc(/C=C/C(=O)O)cc(C(=O)c2ccccc2)c1;2600.0;-3.4149733479708178;280.323;2;1;3.5778000000000016;intermediate
CHEMBL3087874;Cc1ccc2c(c1)oc(=O)n2Cc1cn(-c2ccccc2Cl)nn1;3600.0;-3.5563025007672873;340.77;6;0;3.1853200000000017;intermediate
CHEMBL126369;COc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(Cl)c1;180.01;-2.2552966319043404;420.8700000000001;6;0;4.4730200000000035;active
CHEMBL3264700;Cc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1C;4350.0;-3.6384892569546374;336.4200000000001;6;0;4.3176400000000035;intermediate
CHEMBL25;CC(=O)Oc1ccccc1C(=O)O;100000.0;-5.0;180.15899999999996;3;1;1.3101;intermediate
CHEMBL23128;CS(=O)(=O)c1ccc(C2=C(c3ccccn3)C(=O)CC2)cc1;1530.0;-3.184691430817599;313.3780000000001;4;0;2.7588000000000017;active
CHEMBL16814;CC(C)(C)c1cc(-c2nnc(NC#N)o2)cc(C(C)(C)C)c1O;11000.0;-4.041392685158225;314.38900000000007;6;2;3.930180000000003;intermediate
CHEMBL446198;COC(=O)c1cc(/N=C/c2ccc(S(N)(=O)=O)cc2)ccc1O;3130.0;-3.4955443375464483;334.353;6;2;1.5768000000000002;intermediate
CHEMBL13878;C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1;100.0;-2.0;300.442;2;1;4.973400000000005;active
CHEMBL1814727;CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@@H]2O)cc1-c1ccc(O)cc1.[Na+];20000.0;-4.301029995663981;362.401;4;2;-0.3798999999999997;intermediate
CHEMBL2158024;COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1;6800.0;-3.832508912706236;420.32100000000014;5;0;4.782500000000004;intermediate
CHEMBL42710;C=CCc1ccc(O)c(OC)c1;129000.0;-5.110589710299249;164.20399999999995;2;1;2.1292999999999997;intermediate
CHEMBL213267;COc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1;14630.0;-4.165244326125311;291.332;5;1;2.758;intermediate
CHEMBL276976;Cc1ccncc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O;450.0;-2.6532125137753435;327.40500000000014;4;0;3.0672200000000016;active
CHEMBL1916963;O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccn1;6000.0;-3.778151250383644;296.735;4;1;1.8537;intermediate
CHEMBL4210463;COc1cc(OC)cc(C(=O)Nc2ccc3oc(-c4ccc(OC)c(OC)c4)nc3c2)c1;440.0;-2.6434526764861874;434.4480000000002;7;1;4.781500000000004;active
CHEMBL1939670;Cc1c(CC(=O)OCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1;3200.0;-3.505149978319906;476.48200000000014;8;0;3.289320000000002;intermediate
CHEMBL3425985;CO[C@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@H]1O;9700.0;-3.9867717342662448;334.324;7;4;1.2215999999999996;intermediate
CHEMBL4559732;Cc1c2c(c(C)n1-c1cccc(Cl)c1)C(=O)N(CN1CCN(c3ccccc3F)CC1)C2=O;44900.0;-4.652246341003323;466.9440000000003;5;0;4.262340000000004;intermediate
CHEMBL157714;C=Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1;6025595.86;-6.779999999946407;381.4820000000001;6;0;4.171300000000003;inactive
CHEMBL4452534;CC(C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1)N1CCOCC1;122.8;-2.089198366805149;404.4520000000003;8;2;0.050580000000000735;active
CHEMBL2380867;Cc1ccc(-c2noc(C)c2-c2ccccc2)o1;68200.0;-4.833784374656479;239.27400000000003;3;0;4.218440000000003;intermediate
CHEMBL17161;CSc1cc(N)ccc1/N=N/c1ccc(S(N)(=O)=O)cc1;2040.0;-3.3096301674258988;322.4150000000001;6;2;3.0535000000000005;intermediate
CHEMBL410524;NS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1;3980.0;-3.5998830720736876;408.40500000000003;5;2;3.4219000000000017;intermediate
CHEMBL257103;CS(=O)(=O)c1ccc(-c2nc(NC3CCCC3)cc(C(F)(F)F)n2)cc1;191.6;-2.2823955047425257;385.411;5;1;3.9204000000000025;active
CHEMBL442706;NS(=O)(=O)c1ccc(-c2nc(NCc3cc4ccccc4s3)cc(C(F)(F)F)n2)cc1;15.2;-1.1818435879447726;464.494;6;2;4.636600000000002;active
CHEMBL375127;COc1cc(F)cc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)c1;310.0;-2.4913616938342726;452.5070000000002;6;0;4.6695000000000055;active
CHEMBL257483;CC(C)CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1;7760.0;-3.8898617212581885;373.40000000000003;5;1;3.6338000000000017;intermediate
CHEMBL406528;NS(=O)(=O)c1ccc(-c2nc(NCc3ccncc3)cc(C(F)(F)F)n2)cc1;1890.0;-3.2764618041732443;409.39300000000003;6;2;2.8169000000000013;intermediate
CHEMBL400080;COc1ccc(N2C(=O)CSC2c2ccc(S(C)(=O)=O)cc2)cc1;160.0;-2.204119982655925;363.4600000000001;5;0;2.8773000000000017;active
CHEMBL1682200;O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1;740.0;-2.8692317197309762;258.233;4;2;3.036600000000001;active
CHEMBL417204;CC(C)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1;10.0;-1.0;375.49;3;1;4.992000000000003;active
CHEMBL342770;Cc1cccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)c1;728.0;-2.862131379313037;411.40500000000014;5;2;3.006220000000001;active
CHEMBL129640;Cc1cc(=O)c(Oc2ccc(F)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1;180.01;-2.2552966319043404;388.4160000000001;5;0;4.2585400000000035;active
CHEMBL1630229;CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2;19.0;-1.2787536009528289;366.788;3;1;4.879400000000003;active
CHEMBL95246;COc1ccc(-c2sccc2-c2ccc(S(C)(=O)=O)cc2)cc1;5000.0;-3.6989700043360187;344.4570000000001;4;0;4.494200000000004;intermediate
CHEMBL289262;CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2;480.0;-2.681241237375587;340.45100000000014;6;1;2.7947000000000015;active
CHEMBL271832;COc1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1OC;3090.0;-3.4899584794248346;320.37000000000006;5;1;2.1018;intermediate
CHEMBL12952;COc1ccc2cc(C(C)C(=O)O)ccc2c1;280.0;-2.4471580313422194;230.26299999999998;2;1;3.036500000000001;active
CHEMBL2283160;CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(F)cc3F)cc2)cc1;320.0;-2.505149978319906;414.4290000000001;3;1;4.660500000000003;active
CHEMBL432260;COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1;250.0;-2.3979400086720375;475.0100000000001;6;2;4.0729200000000025;active
CHEMBL3410354;NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2c(F)cccc2Cl)cc1;3660.0;-3.5634810853944106;455.9420000000001;4;1;4.654500000000004;intermediate
CHEMBL3410356;COc1ccccc1C1C2COc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1;330.0;-2.5185139398778875;435.5050000000001;6;1;3.3168000000000006;active
CHEMBL513096;Nn1c(SC(C(=O)O)c2ccccc2)nc2ccc(Br)cc2c1=O;7000.0;-3.845098040014257;406.26100000000014;6;2;2.790800000000001;intermediate
CHEMBL92154;CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1;8.0;-0.9030899869919435;342.4350000000002;2;0;4.714000000000004;active
CHEMBL348087;Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1;10000.0;-4.0;369.47100000000006;6;0;3.836720000000004;intermediate
CHEMBL4437752;N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)c1ccccc1;56.17;-1.7495044238761421;367.39000000000004;6;2;1.6436799999999998;active
CHEMBL54649;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1F;21.0;-1.3222192947339193;392.3980000000001;3;0;4.850000000000003;active
CHEMBL29842;COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1;80.0;-1.9030899869919435;397.37800000000016;5;1;3.214100000000001;active
CHEMBL187468;CCc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1;48.0;-1.6812412373755872;395.45900000000006;5;0;4.168300000000004;active
CHEMBL147189;CCc1ccc(/C=C/S(N)(=O)=O)cc1C(=O)c1ccccc1;770.0;-2.886490725172482;315.39399999999995;3;1;2.739200000000001;active
CHEMBL72859;Cc1oc(=O)n(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1;1798.87;-3.2549997790639225;330.36500000000007;5;1;2.0533200000000003;intermediate
CHEMBL70921;NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2)cc1;1500.0;-3.1760912590556813;334.328;5;1;1.884;active
CHEMBL407035;CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(F)cc2)cc1;36000.0;-4.556302500767287;320.341;3;1;2.854400000000001;intermediate
CHEMBL388531;OC[C@H]1C[C@](O)(c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O1;3000.0;-3.4771212547196626;339.2180000000001;3;2;3.7035000000000027;intermediate
CHEMBL287447;NS(=O)(=O)c1ccc(-n2nc(CO)c(Cl)c2-c2ccc(Cl)cc2)cc1;340.0;-2.531478917042255;398.2710000000001;5;2;2.985800000000001;active
CHEMBL456272;O=C(O)[C@H]1C[C@](O)(c2ccccc2Cl)[C@@H](c2ccccc2Cl)O1;3500.0;-3.5440680443502757;353.201;3;2;3.7958000000000016;intermediate
CHEMBL184075;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1;3800.0;-3.57978359661681;335.812;3;1;4.325520000000003;intermediate
CHEMBL321597;CC1(C)OC(=O)C(Oc2ccc3ccccc3n2)=C1c1ccc(S(C)(=O)=O)cc1;330.0;-2.5185139398778875;409.46300000000014;6;0;3.7638000000000025;active
